77 39.8788 0.0912 0.322581 0 0 0 0 0 0 16 1 1
68.875 39.5152 0.1104 0.322581 3.3436 0 0.1152 -0.0322581 3.3436 0 7 1 1
85.75 34.303 0.1056 0.290323 1.8194 8.9292 0.1632 0 9.11267 1.36979 12 1 1
83.875 31.5152 0.12 0.290323 0 0 0 0 0 0 10 1 1
84.5 31.1515 0.1008 0.258064 0 0 0 0 0 0 7 1 1
68.875 28.9697 0.1152 0.258064 1.98688 3.21109 0.1968 0 3.77608 1.0167 11 1 1
80.125 20.1212 0.12 0.290323 3.47784 2.0235 0.1632 0 4.02367 0.526949 10 1 1
61.375 39.7576 0.1056 0.322581 8.58557 -6.56037 0.1488 0 10.8051 -0.652474 11 1 1
85.75 36.3636 0.072 0.258064 3.26434 -0.633117 0.1632 0 3.32517 -0.191571 13 1 1
70.75 49.3334 0.0864 0.258064 3.58637 -2.08661 0.1584 0 4.14921 -0.526943 9 1 1
72 30.1818 0.0912 0.258064 3.63956 0 0.1728 0 3.63956 0 8 1 1
57.625 46.7879 0.0576 0.225806 6.15329 -5.61694 0.1536 0 8.33145 -0.739862 13 1 1
87 27.394 0.12 0.322581 4.13361 -1.33618 0.1728 0 4.3442 -0.312647 11 1 1
78.25 36.7273 0.0912 0.193548 3.29367 -0.638795 0.1488 0 3.35504 -0.191568 11 1 1
62.625 47.2728 0.1008 0.290323 3.67902 -1.42706 0.2496 0 3.9461 -0.370026 9 1 1
80.75 50.5455 0.0432 0.225806 0 0 0 0 0 0 4 1 1
69.5 39.0303 0.1104 0.290323 0 0 0 0 0 0 7 1 1
69.5 49.5758 0.096 0.290323 3.5871 -2.08716 0.1152 0 4.15012 -0.526968 8 1 1
50.75 24.1212 0.1728 0.387097 3.68247 -2.14252 0.24 -0.0322581 4.26039 -0.526942 9 1 1
46.375 49.2122 0.0912 0.290323 4.18335 -3.7204 0.24 0 5.59837 -0.726892 14 1 1
72 35.5152 0.0864 0.258064 3.20978 -1.24506 0.216 0 3.4428 -0.370028 10 1 1
84.5 40.6061 0.1008 0.290323 2.20746 -3.56757 0.1536 0 4.19528 -1.0167 8 1 1
70.75 54.788 0.0816 0.258064 3.26834 -1.90161 0.2208 0 3.78129 -0.52695 13 1 1
58.875 40.4849 0.072 0.290323 3.25433 0 0.2352 0 3.25433 0 12 2 1
59.5 33.4546 0.1104 0.290323 0 0 0 0 0 0 10 2 1
64.5 36.1212 0.0912 0.258064 0 0 0 0 0 0 7 2 1
80.75 47.8788 0.0624 0.225806 0 0 0 0 0 0 7 2 1
100.125 36 0.0912 0.193548 0 0 0 0 0 0 6 2 1
72.625 38.6667 0.1152 0.290323 3.15533 0 0.1584 0 3.15533 0 9 2 1
57 34.0606 0.1056 0.290323 0 0 0 0 0 0 7 2 1
