7.5 6.27274 0.1152 0.290323 148.631 10.3476 0 0 148.991 0.0695074 14 1 1
28.75 35.0606 0.1008 0.322581 106.485 3.3183 0.192 0 106.537 0.031152 21 1 1
31.875 15.9697 0.0816 0.225806 156.875 10.9091 0.0432 0 157.254 0.0694282 20 1 1
32.5 35.6667 0.1104 0.290323 110.708 -21.2423 0.192 0 112.728 -0.189573 19 1 1
46.875 19.6061 0.0816 0.225806 83.7807 -9.61884 0.1296 0 84.3311 -0.114309 23 1 1
40 20.5152 0.072 0.258064 72.1875 4.84851 0.1248 0 72.3501 0.0670648 21 1 1
43.125 32.9394 0.0864 0.258064 99.0625 -8.78784 0.1296 0 99.4515 -0.0884785 23 1 1
36.875 23.5455 0.0768 0.258064 117.5 19.394 0.0144 0 119.09 0.16358 27 1 1
30.625 15.9697 0.072 0.193548 120.625 0.606079 0.0288 0 120.627 0.00502445 26 1 1
28.75 19 0.1104 0.258064 120.625 3.03027 0.2112 0 120.663 0.0251162 25 1 1
25.625 25.9697 0.096 0.258064 141.875 -1.81824 0.0384 0 141.887 -0.0128151 24 1 1
30.375 29.9091 0.3024 0.83871 99.375 -6.06061 -0.144 -0.387097 99.5596 -0.0609118 18 1 1
15.375 19.303 0.1296 0.354839 111.875 16.3636 0 -0.0322581 113.065 0.145237 17 1 1
30.375 31.7273 0.1296 0.290323 87.1875 4.2424 0.2064 0 87.2907 0.04862 19 1 1
32.875 33.5455 0.1104 0.322581 92.8125 16.0606 0.1632 -0.0322581 94.1918 0.171347 20 1 1
25 20.5152 0.1008 0.290323 73.3918 -1.13825 0.1488 0 73.4006 -0.0155079 24 2 1
63.125 28.697 0.1104 0.290323 79.1605 -29.697 0.1536 0 84.5476 -0.358902 29 2 1
56.875 5.96973 0.0864 0.225806 46.6785 7.87878 0.1296 0 47.3388 0.167212 20 2 1
40 22.6364 0.0528 0.193548 47.5437 -3.03033 0.1152 0 47.6401 -0.0636518 31 2 1
49.375 18.697 0.0768 0.225806 67.8125 -10.303 0.1488 0 68.5907 -0.150781 29 2 1
6.875 11.1212 0.0912 0.387097 32.5 -1.81818 0.2352 -0.0322581 32.5508 -0.0558856 22 2 1
44.375 16.8788 0.1104 0.258064 73.75 -19.0909 0.1872 0 76.1809 -0.253299 22 2 1
41.25 30.5152 0.1296 0.258064 55.3125 -5.7576 0 0.0322581 55.6114 -0.103719 15 2 1
26.25 22.9394 0.0912 0.258064 79.0625 -10.9091 0.1632 0 79.8116 -0.137115 24 2 1
16.25 25.0606 0.1104 0.258064 87.1875 -11.5151 0.1584 0 87.9446 -0.131313 23 2 1
18.125 35.3636 0.1008 0.258064 81.5625 -3.63635 0.2592 0 81.6435 -0.0445541 26 2 1
25.625 21.4243 0.1008 0.387097 93.75 10.0001 0.1776 0 94.2818 0.106266 24 2 1
35 9.60608 0.12 0.322581 130 -1.81811 0.0192 0 130.013 -0.0139846 18 2 1
37.875 13.8485 0.1104 0.290323 152.812 1.21216 -0.0288 0 152.817 0.00793216 16 2 1
16 22.6364 0.0912 0.322581 118.438 6.36359 0.096 -0.0645161 118.608 0.0536779 21 2 1
9.75 28.394 0.0576 0.225806 127.5 -4.24249 0.1344 0 127.571 -0.0332622 24 2 1
21.625 13.5455 0.1008 0.322581 110.577 -12.2145 0.1488 -0.0322581 111.25 -0.110015 27 2 1
39.375 20.8788 0.048 0.225806 36.25 -6.36359 0.2112 0 36.8043 -0.173777 16 3 1
55.625 18.7576 0.0864 0.258064 55.9375 -9.6969 0.1824 -0.0322581 56.7718 -0.171647 20 3 1
41.25 20.2728 0.0816 0.258064 68.1261 -18.5284 0.192 0 70.6008 -0.26555 24 3 1
55.625 22.394 0.0816 0.225806 75.3417 -33.1023 0.1296 0 82.293 -0.413972 27 3 1
58.125 26.5758 0.1008 0.258064 34.6875 -17.5757 0.1488 0 38.8861 -0.468984 13 3 1
55.625 23.6061 0.1104 0.290323 50.548 -12.7273 0.2112 0 52.1257 -0.246659 26 3 1
48.75 36.0303 0.096 0.290323 57.8148 -26.1836 0.1776 0 63.4675 -0.425252 23 3 1
47.5 7.24243 0.1008 0.258064 56.875 -11.5151 0.1008 0 58.029 -0.199764 19 3 1
6.25 25.3636 0.144 0.322581 141.875 -11.5151 0.0144 0 142.342 -0.0809864 19 3 1
107.5 33.5455 0.12 0.322581 1.37836 -3.34152 0.288 0 3.61464 -1.17957 12 3 1
69.375 22.9394 0.1392 0.290323 0.6926 -3.35806 0.2064 0 3.42874 -1.3674 11 3 1
27.875 17.4849 0.048 0.225806 116.25 -13.3333 0.0624 0 117.012 -0.114196 26 3 1
48.5 13.5455 0.072 0.258064 72.8125 5.45447 0.1632 0 73.0165 0.0747715 28 3 1
76 13.8485 0.0528 0.193548 53.6737 -12.5764 0.1152 0 55.1274 -0.230161 26 3 1
44.125 28.697 0.0624 0.258064 65.3877 -12.1212 0.2208 0 66.5017 -0.183294 33 3 1
31.25 22.0303 0.0768 0.258064 95.2006 -17.5137 0.3888 0.225806 96.7981 -0.181932 23 4 1
13.125 20.8182 0.0816 0.193548 65.6814 4.84164 0.1392 0 65.8596 0.073581 20 4 1
4.375 22.3333 0.0912 0.290323 101.517 -24.4534 0.1296 0 104.42 -0.236378 24 4 1
15 16.2728 0.1008 0.258064 95.0022 -12.7283 0.1536 0 95.8511 -0.133186 28 4 1
40 20.5152 0.0912 0.290323 66.8932 -8.73438 0.096 0 67.461 -0.129837 18 4 1
41.875 19.394 0.0816 0.290323 111.562 -7.87878 0.1392 0 111.84 -0.0705051 23 4 1
36.875 17.2728 0.0672 0.193548 117.854 -16.3636 0.1056 0 118.985 -0.137964 27 4 1
23.125 14.5455 0.096 0.290323 112.428 -1.06195 0.1056 0.258064 112.433 -0.00944533 20 4 1
53.125 13.8485 0.144 0.322581 53.75 7.87878 0.1248 0 54.3244 0.145546 15 4 1
19.375 18.394 0.096 0.258064 90.4272 -6.27078 0.1008 0 90.6443 -0.0692354 22 4 1
18.75 15.0606 0.0864 0.258064 94.0625 -13.6364 0.1104 0 95.0458 -0.143968 24 4 1
21 11.0303 0.1008 0.290323 85 8.78787 0.168 0.0645161 85.4531 0.103021 20 4 1
9.125 18.697 0.1152 0.290323 141.25 15.1515 0.048 0 142.06 0.106859 18 4 1
