92.75 20.7576 0.1008 0.354839 0 0 0 0 0 0 66 1 1
73.625 21.3636 0.12 0.322581 0 0 0 0 0 0 66 1 1
90.25 34.697 0.1296 0.290323 0 0 0 0 0 0 67 1 1
118.625 25.6061 0.1344 0.387097 0 0 0 0 0 0 67 1 1
109.625 19.5455 0.12 0.322581 0 0 0 0 0 0 67 1 1
100.125 34.0909 0.1152 0.290323 0 0 0 0 0 0 67 1 1
114.375 35.9091 0.1488 0.387097 0 0 0 0 0 0 66 1 1
101.75 19.5455 0.12 0.322581 0 0 0 0 0 0 67 1 1
107.125 34.697 0.1248 0.290323 0 0 0 0 0 0 67 1 1
113.875 39.5455 0.1392 0.290323 0 0 0 0 0 0 67 1 1
100 29.8485 0.144 0.387097 0 0 0 0 0 0 67 1 1
68.75 21.9697 0.1104 0.354839 0 0 0 0 0 0 67 1 1
98.125 48.0303 0.1536 0.290323 0 0 0 0 0 0 67 1 1
134.5 31.6667 0.1056 0.225806 0 0 0 0 0 0 67 1 1
91.375 17.1212 0.1104 0.290323 0 0 0 0 0 0 67 1 1
90.5 35.9091 0.1152 0.258064 0 0 0 0 0 0 67 1 1
102.375 35.9091 0.1104 0.322581 0 0 0 0 0 0 67 1 1
122.625 43.7879 0.1152 0.290323 0 0 0 0 0 0 67 1 1
107.375 27.4243 0.0816 0.225806 0 0 0 0 0 0 66 2 1
82.75 32.2727 0.0816 0.354839 0 0 0 0 0 0 66 2 1
79 32.8788 0.0912 0.258064 0 0 0 0 0 0 66 2 1
94.25 29.2424 0.1104 0.290323 0 0 0 0 0 0 67 2 1
97.125 23.7879 0.1344 0.387097 0 0 0 0 0 0 67 2 1
121.375 50.4546 0.1152 0.322581 0 0 0 0 0 0 67 2 1
81.125 26.8182 0.1248 0.322581 0 0 0 0 0 0 67 2 1
103.75 26.8182 0.1296 0.258064 0 0 0 0 0 0 67 2 1
87.125 31.0606 0.1344 0.354839 0 0 0 0 0 0 67 2 1
79.5 36.5152 0.1344 0.322581 0 0 0 0 0 0 67 2 1
105.625 32.8788 0.1056 0.290323 0 0 0 0 0 0 67 2 1
107.5 28.0303 0.0912 0.193548 0 0 0 0 0 0 67 2 1
154.5 36.5152 0.144 0.387097 0 0 0 0 0 0 67 2 1
101.25 48.0303 0.1152 0.322581 0 0 0 0 0 0 67 2 1
76.375 20.1515 0.144 0.290323 0 0 0 0 0 0 67 2 1
109.25 38.9394 0.1056 0.290323 0 0 0 0 0 0 67 2 1
104.25 29.8485 0.096 0.258064 0 0 0 0 0 0 67 2 1
119.5 29.8485 0.1152 0.290323 0 0 0 0 0 0 67 2 1
111.125 34.697 0.12 0.290323 0 0 0 0 0 0 67 3 1
83.375 34.697 0.096 0.258064 0 0 0 0 0 0 67 3 1
81.125 30.4546 0.144 0.354839 0 0 0 0 0 0 67 3 1
99.25 30.4546 0.1536 0.354839 0 0 0 0 0 0 67 3 1
77.125 38.9394 0.1488 0.322581 0 0 0 0 0 0 67 3 1
72.75 41.9697 0.1104 0.322581 0 0 0 0 0 0 66 3 1
137.75 28.0303 0.1296 0.322581 0 0 0 0 0 0 67 3 1
85.75 34.697 0.1536 0.354839 0 0 0 0 0 0 67 3 1
83 38.9394 0.1296 0.290323 0 0 0 0 0 0 67 3 1
85.625 31.6667 0.0912 0.322581 0 0 0 0 0 0 67 3 1
81.75 41.3636 0.1296 0.322581 0 0 0 0 0 0 66 3 1
