30.625 46.5455 0.1344 0.290323 3.67365 0 0.1824 0 3.67365 0 9 1 1
13.125 40.4849 0.1104 0.290323 3.52087 -2.73132 0.264 0 4.45608 -0.659779 11 1 1
25.625 44.7273 0.0768 0.258064 0 0 0 0 0 0 6 1 1
64.375 45.6667 0.0864 0.193548 -0.625 -6.5188 0.2784 0 6.54869 -1.66638 13 1 1
34.375 48.0909 0.1008 0.290323 0 -3.44604 0.2592 0 3.44604 -1.5708 11 1 1
33.125 57.788 0.0672 0.225806 4.375 -15.8478 0.1632 0.0322581 16.4406 -1.30144 23 1 1
34.375 39.6061 0.0912 0.225806 0 0 0 0 0 0 11 1 1
58.75 26.2727 0.096 0.225806 -6.47058 -1.81811 0.3024 0 6.72116 -2.86767 16 1 1
53.125 26.2727 0.1104 0.258064 3.50104 -1.35791 0.2496 0 3.75515 -0.369997 11 1 1
45 25.0607 0.072 0.225806 0.651306 -3.15796 0.1728 0 3.22442 -1.36741 18 1 1
53.75 52.3334 0.096 0.258064 0 -8.04797 0.2064 0 8.04797 -1.5708 15 1 1
25 36.2424 0.0816 0.258064 0 0 0 0 0 0 6 2 1
36.875 58.6667 0.0864 0.225806 1.41162 -3.42206 0.1296 0 3.70178 -1.17956 10 2 1
53.75 45.3334 0.0912 0.258064 0.625 -6.20331 0.1296 0 6.23471 -1.47038 13 2 1
65.625 54.1516 0.072 0.193548 -3.23352 -9.61694 0.2736 0 10.146 -1.89515 18 2 1
48.125 46.8788 0.1104 0.258064 3.17474 -1.23132 0.2304 0 3.40517 -0.369988 12 2 1
45.625 14.7576 0.1056 0.290323 0 0 0 0 0 0 6 2 1
25 50.5151 0.1008 0.258064 3.59894 -1.39587 0.24 0 3.86016 -0.369995 11 2 1
46.25 47.4849 0.0816 0.290323 0 0 0 0 0 0 11 2 1
34.375 29.3031 0.048 0.193548 0 0 0 0 0 0 6 2 1
20.625 21.4243 0.0768 0.193548 3.3775 -1.96521 0.2592 0 3.90763 -0.526969 15 2 1
38.75 37.1819 0.0768 0.193548 0 0 0 0 0 0 17 2 1
26.875 44.7273 0.1104 0.258064 0 0 0 0 0 0 12 3 1
37.5 37.4546 0.1104 0.258064 0 0 0 0 0 0 14 3 1
36.875 42.9091 0.096 0.225806 0 0 0 0 0 0 9 3 1
57.5 51.7273 0.0672 0.225806 -0.70282 -6.43786 0.1824 0 6.47611 -1.67954 14 3 1
35 52.9395 0.12 0.290323 8.31671 -0.606079 0.1968 0 8.33876 -0.0727463 13 3 1
21.875 40.2122 0.12 0.290323 12.0693 -2.4242 0.1824 0 12.3103 -0.198219 12 3 1
42.5 51.1212 0.1008 0.290323 0 -3.17859 0.1584 0 3.17859 -1.5708 11 3 1
42.5 23.8485 0.1056 0.258064 0 0 0 0 0 0 7 3 1
41.25 60.8182 0.0624 0.225806 0 0 0 0 0 0 5 3 1
34.375 15.9697 0.072 0.258064 0 0 0 0 0 0 6 3 1
41.875 26.8788 0.1056 0.225806 3.4801 -3.37463 0.168 0 4.8476 -0.770013 12 3 1
32.5 35.0303 0.0912 0.290323 0 0 0 0 0 0 7 4 1
14.375 27.1516 0.1008 0.290323 0 0 0 0 0 0 10 4 1
